frequency,n_samples,accuracy,accuracy_percent
1.0,11,0.2727272727272727,27.27272727272727
1.5,14,0.42857142857142855,42.857142857142854
2.0,16,0.25,25.0
2.5,13,0.46153846153846156,46.15384615384615
3.0,16,0.4375,43.75
3.5,16,0.4375,43.75
4.0,16,0.5,50.0
4.5,16,0.375,37.5
5.0,16,0.3125,31.25
5.5,17,0.29411764705882354,29.411764705882355
6.0,16,0.625,62.5
6.5,16,0.3125,31.25
7.0,18,0.4444444444444444,44.44444444444444
7.5,18,0.4444444444444444,44.44444444444444
8.0,18,0.5,50.0
8.5,20,0.4,40.0
9.0,20,0.3,30.0
9.5,22,0.4090909090909091,40.909090909090914
10.0,21,0.47619047619047616,47.61904761904761
10.5,20,0.4,40.0
11.0,26,0.6153846153846154,61.53846153846154
11.5,26,0.46153846153846156,46.15384615384615
12.0,28,0.4642857142857143,46.42857142857143
12.5,28,0.5357142857142857,53.57142857142857
13.0,30,0.43333333333333335,43.333333333333336
13.5,31,0.5161290322580645,51.61290322580645
14.0,32,0.40625,40.625
14.5,32,0.46875,46.875
15.0,34,0.5294117647058824,52.94117647058824
15.5,36,0.4722222222222222,47.22222222222222
16.0,37,0.5945945945945946,59.45945945945946
16.5,34,0.4411764705882353,44.11764705882353
17.0,37,0.4594594594594595,45.94594594594595
17.5,39,0.38461538461538464,38.46153846153847
18.0,38,0.21052631578947367,21.052631578947366
18.5,39,0.4358974358974359,43.58974358974359
19.0,42,0.42857142857142855,42.857142857142854
19.5,42,0.42857142857142855,42.857142857142854
20.0,44,0.6363636363636364,63.63636363636363
20.5,43,0.4186046511627907,41.86046511627907
21.0,46,0.391304347826087,39.130434782608695
21.5,47,0.44680851063829785,44.680851063829785
22.0,48,0.3333333333333333,33.33333333333333
22.5,48,0.4375,43.75
23.0,52,0.5769230769230769,57.692307692307686
23.5,53,0.3584905660377358,35.84905660377358
24.0,54,0.42592592592592593,42.592592592592595
24.5,53,0.4716981132075472,47.16981132075472
25.0,57,0.47368421052631576,47.368421052631575
25.5,56,0.35714285714285715,35.714285714285715
26.0,58,0.3793103448275862,37.93103448275862
26.5,59,0.4406779661016949,44.06779661016949
27.0,59,0.3389830508474576,33.89830508474576
27.5,63,0.23809523809523808,23.809523809523807
28.0,61,0.4262295081967213,42.62295081967213
28.5,61,0.3770491803278688,37.704918032786885
29.0,65,0.38461538461538464,38.46153846153847
29.5,66,0.3484848484848485,34.84848484848485
30.0,65,0.3076923076923077,30.76923076923077
30.5,67,0.47761194029850745,47.76119402985074
31.0,68,0.39705882352941174,39.705882352941174
31.5,71,0.2676056338028169,26.76056338028169
32.0,70,0.32857142857142857,32.857142857142854
32.5,71,0.36619718309859156,36.61971830985916
33.0,73,0.3013698630136986,30.136986301369863
33.5,76,0.40789473684210525,40.78947368421053
34.0,74,0.3918918918918919,39.189189189189186
34.5,72,0.4583333333333333,45.83333333333333
35.0,78,0.4230769230769231,42.30769230769231
35.5,80,0.4125,41.25
36.0,80,0.4125,41.25
36.5,78,0.38461538461538464,38.46153846153847
37.0,81,0.3333333333333333,33.33333333333333
37.5,83,0.3493975903614458,34.93975903614458
38.0,84,0.2976190476190476,29.761904761904763
38.5,84,0.34523809523809523,34.523809523809526
39.0,85,0.3411764705882353,34.11764705882353
39.5,89,0.3707865168539326,37.07865168539326
40.0,88,0.32954545454545453,32.95454545454545
