accuracy,macro_f1,weighted_f1,micro_f1,macro_f1_percent,weighted_f1_percent,micro_f1_percent,accuracy_percent
0.9852881078872088,0.9853125821292652,0.9852264111495923,0.9852881078872088,98.53125821292652,98.52264111495923,98.52881078872088,98.52881078872088
