accuracy,macro_f1,weighted_f1,micro_f1,macro_f1_percent,weighted_f1_percent,micro_f1_percent,accuracy_percent
0.9997393797237425,0.9997415403292736,0.9997393810349257,0.9997393797237425,99.97415403292736,99.97393810349257,99.97393797237424,99.97393797237424
