network,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13,pattern_14,pattern_15
5,4332,4398,4364,4206,4325,4392,4316,4327,4300,4326,4282,4339,4245,4340,4275,4224
