epoch,train_loss,train_acc,train_acc_percent,val_loss,val_acc,val_acc_percent,learning_rate,is_best_acc_this_run,is_best_loss_this_run
1,1.965224225837064,0.3380082831325301,33.800828313253014,1.6312978267669678,0.3941546025676045,39.41546025676045,0.0008,True,True
2,1.7158472135842564,0.39988077309236947,39.98807730923695,1.5718235969543457,0.40835837202950015,40.83583720295002,0.0008,True,True
3,1.6544056125434048,0.4212161144578313,42.12161144578313,1.5267775058746338,0.4179186014750068,41.79186014750068,0.0008,True,True
4,1.6130081171012787,0.4367469879518072,43.674698795180724,1.5369136333465576,0.4239278885550396,42.39278885550396,0.0008,True,False
5,1.5845971006944954,0.4485128012048193,44.85128012048193,1.5233169794082642,0.4321223709369025,43.21223709369025,0.0008,True,True
6,1.5538122280534492,0.4663027108433735,46.63027108433735,1.5091679096221924,0.4329418191750888,43.29418191750888,0.0008,True,True
7,1.5354997422321732,0.4732053212851406,47.32053212851406,1.5032126903533936,0.42529363561868344,42.529363561868344,0.0008,False,True
8,1.504794673747327,0.4910893574297189,49.10893574297189,1.5122002363204956,0.4228352909041246,42.28352909041246,0.0008,False,False
9,1.4682073234075523,0.5093812751004017,50.93812751004017,1.5300012826919556,0.4225621414913958,42.25621414913958,0.0008,False,False
10,1.4350846172815346,0.5276104417670683,52.761044176706825,1.527591347694397,0.426932532095056,42.6932532095056,0.0008,False,False
11,1.3923252232103462,0.5485065261044176,54.85065261044176,1.5417765378952026,0.4239278885550396,42.39278885550396,0.0008,False,False
12,1.3317629946283547,0.5786897590361446,57.86897590361446,1.6150243282318115,0.40617317672767006,40.61731767276701,0.0008,False,False
13,1.2833130503275307,0.607429718875502,60.7429718875502,1.6067514419555664,0.4190111991259219,41.901119912592186,0.0008,False,False
14,1.213782379426152,0.6390876004016064,63.90876004016064,1.6619125604629517,0.4179186014750068,41.79186014750068,0.0004,False,False
15,1.1170459583581211,0.6875941265060241,68.75941265060241,1.657918930053711,0.4157334061731767,41.57334061731767,0.0004,False,False
16,1.0593975401786437,0.7168674698795181,71.6867469879518,1.7037204504013062,0.41464080852226165,41.46408085222617,0.0004,False,False
17,1.022094674857266,0.7318335843373494,73.18335843373494,1.7267043590545654,0.4138213602840754,41.38213602840754,0.0004,False,False
18,0.9885960688073951,0.747082078313253,74.7082078313253,1.7739179134368896,0.40535372848948376,40.53537284894838,0.0004,False,False
19,0.9669298228011074,0.7552397088353414,75.52397088353415,1.774450659751892,0.40152963671128106,40.152963671128106,0.0004,False,False
