variant,base_variant,split_id,deploy_context_mode,use_z_gru_state,epoch,train_loss,train_bce,val_loss,val_bce,validation_performed,lr,residual_scale,context_dim,batch_size,aux_count_weight,aux_psth_weight,dropout,weight_decay,use_pattern_embedding,use_bit_features,current_bit_feature_mode,current_bit_encoder,use_prev_pattern_context,use_prev_pattern_bit_context,z_history_pattern_mode
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,93,0.03316969486867,0.0331648073075886,,,False,0.0008,0.4079591631889343,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,94,0.0331351029142051,0.0331302298871912,0.0341343891389843,0.034128987478086,True,0.0008,0.4100187420845032,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,95,0.0331236892382259,0.0331188141572154,,,False,0.0008,0.4120298624038696,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,96,0.0331015686790594,0.0330967023230049,0.0341434958657431,0.0341380757063326,True,0.0008,0.4142970144748688,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,97,0.0330996349484586,0.0330947642307624,,,False,0.0008,0.4162022471427917,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,98,0.0330837115361099,0.0330788461879603,0.0341282150385155,0.0341228402222848,True,0.0008,0.417750597000122,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,99,0.0330577014837089,0.0330528397072668,,,False,0.0008,0.4199498295783996,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,100,0.0330308079017131,0.0330259640830378,0.0341797902870726,0.0341744107613392,True,0.0008,0.4222084283828735,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,101,0.0330192614897243,0.0330144132567263,,,False,0.0008,0.4245445728302002,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,102,0.0330037817896928,0.0329989418356752,0.0342700013173817,0.0342646226086199,True,0.0008,0.4263692498207092,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,103,0.0329900814221006,0.0329852421716095,,,False,0.0008,0.4279429614543915,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,104,0.0329597504803227,0.0329549238305947,0.0342293781279581,0.0342239912795833,True,0.0008,0.4296905696392059,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,105,0.0329963957456738,0.0329915459634679,,,False,0.0008,0.4316392838954925,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,106,0.0329620712681673,0.0329572381860769,0.0341617031505814,0.0341563122374173,True,0.0008,0.433515340089798,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,107,0.0329242927990533,0.0329194656973568,,,False,0.0008,0.435611754655838,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,108,0.0329003846083983,0.032895565228352,0.0341383486860729,0.0341329185072621,True,0.0008,0.438201755285263,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,109,0.0328924895651301,0.032887669338845,,,False,0.0008,0.4392417967319488,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,110,0.032886510201041,0.032881692220522,0.034208426299253,0.0342030436486239,True,0.0004,0.4406574964523315,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,111,0.0327969942636316,0.0327922130859984,,,False,0.0004,0.4429390728473663,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,112,0.0327636239309458,0.0327588501691907,0.034202266721981,0.0341968989725131,True,0.0004,0.4447110891342163,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,113,0.03276033518307,0.0327555598570553,,,False,0.0004,0.4461442828178406,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,114,0.0327506442262668,0.0327458728922916,0.0342047278276999,0.0341993324609115,True,0.0004,0.4476998448371887,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,115,0.03272339729526,0.0327186331802368,,,False,0.0004,0.4491470158100128,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,116,0.0327242684497275,0.0327195082114869,0.0341986459195948,0.0341932552623093,True,0.0004,0.4505536258220672,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,117,0.0327121875633851,0.0327074264603699,,,False,0.0004,0.4516115486621856,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,118,0.0327068621601409,0.0327020989457097,0.0342256833097817,0.0342202847737789,True,0.0004,0.4528959393501282,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,119,0.0326914708680911,0.0326867204948317,,,False,0.0004,0.4545415043830871,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,120,0.0326914783395768,0.032686722698927,0.0342322573467135,0.0342268572261036,True,0.0004,0.4558607637882232,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,121,0.0326837719729943,0.0326790141512448,,,False,0.0004,0.4569652676582336,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,122,0.0326880364720958,0.0326832804807977,0.0341974231781381,0.034191986577278,True,0.0004,0.4582390487194061,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,123,0.0326785813753653,0.0326738292685149,,,False,0.0004,0.4594083726406097,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,124,0.0326610050472513,0.0326562547888307,0.0342254756526513,0.0342200907777187,True,0.0004,0.4605516195297241,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,125,0.0326441093526705,0.0326393709551115,,,False,0.0004,0.4618323445320129,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,126,0.0326434486693003,0.0326387044166385,0.0342312225346546,0.0342258162478739,True,0.0004,0.463060051202774,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,127,0.032627449766933,0.0326227092183777,,,False,0.0004,0.4643211662769317,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,128,0.0326195377124814,0.0326147992034284,0.0342753176812571,0.0342699334903397,True,0.0002,0.465642362833023,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,129,0.03259068554176,0.0325859609318167,,,False,0.0002,0.4662902951240539,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,130,0.0325809524625573,0.0325762301477162,0.0342288372751772,0.0342234395118273,True,0.0002,0.4672081470489502,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,131,0.0325650363028874,0.0325603176071386,,,False,0.0002,0.4680938124656677,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,132,0.0325633257188479,0.0325586062883543,0.0342629901713594,0.0342575999865293,True,0.0002,0.4688763916492462,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,133,0.0325500367221161,0.0325453210799068,,,False,0.0002,0.4696457087993622,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,134,0.0325447621695722,0.032540047313395,0.0342801935159665,0.0342748004621193,True,0.0002,0.4703407287597656,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,135,0.0325446655706903,0.0325399539975907,,,False,0.0002,0.47111576795578,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,136,0.0325438589686886,0.032539146177518,0.034297702264973,0.0342923047575016,True,0.0002,0.4718572199344635,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,137,0.0325333514413526,0.0325286409246578,,,False,0.0002,0.4726197123527527,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,138,0.0325400722085916,0.0325353615328786,0.0342658590253622,0.0342604602334809,True,0.0002,0.473646342754364,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,139,0.0325296781154393,0.0325249727405649,,,False,0.0002,0.4743124544620514,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,140,0.0325364267989418,0.0325317130896189,0.034300272183453,0.0342948754043156,True,0.0002,0.4750370383262634,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,141,0.032515931482055,0.0325112212010304,,,False,0.0002,0.4756344556808471,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,142,0.0325218742635983,0.0325171649921511,0.0343068736211284,0.0343014824077671,True,0.0002,0.4763375520706177,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,143,0.0325046252719904,0.0324999234678479,,,False,0.0002,0.4771456718444824,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,144,0.0325117774854048,0.0325070738625178,0.0342854969755367,0.0342800974996403,True,0.0002,0.4778136014938354,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,145,0.0325137924322119,0.0325090869020822,,,False,0.0002,0.4784404635429382,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,146,0.0324999616481015,0.0324952550244953,0.0343392597078675,0.0343338683665668,True,0.0001,0.4794557094573974,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,147,0.0324838979086802,0.0324792003956596,,,False,0.0001,0.47994264960289,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,True,148,0.0324732381999604,0.032468545928826,0.0343189798236963,0.0343135836006348,True,0.0001,0.4803837835788727,28,1024,0.03,0.03,0.12,0.0001,False,True,single,linear,True,False,embedding
