variant,base_variant,split_id,description,changes,deploy_context_mode,use_z_gru_state,question,needs_base_predictions,context_feature_names,context_dim,context_has_frequency_fields,z_history_len,dropout,weight_decay,aux_count_weight,aux_psth_weight,use_pattern_embedding,use_bit_features,current_bit_feature_mode,current_bit_encoder,use_prev_pattern_context,use_prev_pattern_bit_context,z_history_pattern_mode,train_patterns,val_patterns,best_val_bce,best_epoch,val_global_bce,val_pattern_bce,improvement_vs_global_percent,improvement_vs_pattern_percent,total_count_corr_model,total_count_corr_pattern,total_count_mae_model,total_count_mae_pattern,n_params,epochs_run,final_train_bce,final_val_bce,final_val_train_gap,device,gpu_id,elapsed_min,best_model_path
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,Clean C4 baseline: no current-pattern ID embedding; four current bits projected linearly.,{},z_window_summary,True,clean_baseline,False,"['prev_freq', 'delta_t', 'rolling_prev_freq3', 'freq_delta', 'zwin3_freq_mean', 'zwin3_freq_std', 'zwin3_last_freq', 'zwin3_current_minus_last_freq', 'zwin3_pattern_diversity', 'zwin3_same_current_pattern_frac', 'zwin5_freq_mean', 'zwin5_freq_std', 'zwin5_last_freq', 'zwin5_current_minus_last_freq', 'zwin5_pattern_diversity', 'zwin5_same_current_pattern_frac', 'zwin10_freq_mean', 'zwin10_freq_std', 'zwin10_last_freq', 'zwin10_current_minus_last_freq', 'zwin10_pattern_diversity', 'zwin10_same_current_pattern_frac', 'zwin20_freq_mean', 'zwin20_freq_std', 'zwin20_last_freq', 'zwin20_current_minus_last_freq', 'zwin20_pattern_diversity', 'zwin20_same_current_pattern_frac']",28,True,24,0.12,0.0001,0.03,0.03,False,True,single,linear,True,False,embedding,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.03410194483988079,92,0.037873078137636185,0.03591608256101608,9.957067723656877,5.050808254202041,0.8726308292046895,0.6770215050272588,31.14808464050293,46.5724983215332,297810,148,0.03246854592882601,0.034313583600634814,0.0018450376718088038,cuda:0,0,10.216430962085724,/home/bnn_10fs26/pands_ibnnwml/Final_Task/task2_C4_current_bits_linear_outputs_task2_C4_current_bits_linear_N5_DIV21_random/C4_current_bits_linear_trueLPO_random/best_model_this_variant.pth
