variant,base_variant,split_id,deploy_context_mode,electrode,model_bce,global_bce,pattern_bce,improvement_vs_pattern
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,0,0.065458171069622,0.0704629197716713,0.0676879361271858,0.0329418384595749
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,1,0.0136520601809024,0.014945519156754,0.0146315023303031,0.0669406413155671
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,2,0.0617953576147556,0.0667786300182342,0.0643984824419021,0.040422145498459
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,3,0.0001127080104197,0.0001283825404243,0.0001182872729259,0.0471670566765816
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,4,0.0001673537772148,0.0001969004370039,0.0001858830510172,0.0996824277469498
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,5,0.000780260481406,0.0009049883228726,0.0009459587745368,0.1751643915052984
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,6,0.0162791907787323,0.0177718009799718,0.0172719042748212,0.0574756251709977
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,7,0.0267507955431938,0.0303060915321111,0.0291666854172945,0.0828304567192326
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,8,0.0682414397597312,0.0731317847967147,0.0692541822791099,0.0146235575390534
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,9,0.0552814975380897,0.0594664700329303,0.0569176189601421,0.0287454298325113
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,10,0.0411288179457187,0.0466777458786964,0.0441954247653484,0.0693874272260429
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,11,0.0301729571074247,0.0326417498290538,0.0314618088304996,0.0409655951448499
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,12,0.0644065365195274,0.0689886361360549,0.0664002895355224,0.0300262699145072
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,13,0.056676510721445,0.061661098152399,0.0595107451081275,0.0476255906648937
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,14,0.0001906224788399,0.0001958311622729,0.00020647184283,0.0767628349361534
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,15,0.0605005882680416,0.0644206255674362,0.0622471682727336,0.0280587864983592
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,16,0.03788273781538,0.0408659428358078,0.03925771266222,0.0350243239760406
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,17,0.0005266336956992,0.0006130822002887,0.0006965679349377,0.2439593192782853
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,18,0.0288132112473249,0.0336044281721115,0.0310873743146657,0.0731539127210235
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,19,0.0509041026234626,0.0542269982397556,0.0523169413208961,0.0270053764949206
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,20,0.0001292302331421,0.0001480163191445,0.0001564834528835,0.1741603935700329
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,21,0.0148548744618892,0.0195895750075578,0.0173917934298515,0.1458687385055908
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,22,0.0574628114700317,0.0634146779775619,0.059180099517107,0.0290179986361608
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,23,0.0571596510708332,0.0637043416500091,0.0609385594725608,0.0620117776730384
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,24,5.064405559096485e-05,4.505888500716537e-05,4.593499761540443e-05,-0.1025156899971456
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,25,0.0317118503153324,0.0349007174372673,0.0334017090499401,0.0505919841431205
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,26,0.0042565148323774,0.0062897084280848,0.0055745225399732,0.23643418752813
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,27,0.0264909844845533,0.0323515199124813,0.0293768662959337,0.0982365437589183
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,28,0.0564951486885547,0.0618019513785839,0.0581725090742111,0.0288342451159625
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,29,0.0072347801178693,0.0073820808902382,0.0079808700829744,0.0934847901730274
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,30,0.0597576014697551,0.0646835789084434,0.0624824948608875,0.0436105087864868
C4_current_bits_linear_trueLPO_random,C4_current_bits_linear_trueLPO,random,z_window_summary,31,0.0446528047323226,0.0471702963113784,0.0457721762359142,0.0244552825677806
