mean_best_val_bce,std_best_val_bce,mean_best_epoch,mean_improvement_vs_pattern_percent,mean_count_corr,mean_count_mae
0.0341019448398807,,92.0,5.050808254202041,0.8726308292046895,31.14808464050293
