epoch,train_loss,train_acc,train_acc_percent,val_loss,val_macro_f1,val_macro_f1_percent,val_weighted_f1,val_weighted_f1_percent,val_micro_f1,val_micro_f1_percent,val_acc,val_acc_percent,learning_rate,epochs_without_improvement,is_best_f1_this_run,val_macro_f1_network_5,val_acc_network_5
1,0.20042461381885865,0.9388069237918215,93.88069237918215,0.01724433177150786,0.9938953557887855,99.38953557887855,0.9938858428066113,99.38858428066114,0.9938754235079489,99.38754235079489,0.9938754235079489,99.38754235079489,0.0008,0,True,0.9938953557887855,0.9938754235079489
2,0.013294490105749478,0.9960066217472119,99.6006621747212,0.006979236759555836,0.9977858574158952,99.77858574158952,0.9977853175292736,99.77853175292736,0.9977847276518114,99.77847276518114,0.9977847276518114,99.77847276518114,0.0008,0,True,0.9977858574158952,0.9977847276518114
3,0.008285357065059134,0.9973135455390335,99.73135455390334,0.01512629291974008,0.9953039559336705,99.53039559336705,0.9953097562717621,99.5309756271762,0.9953088350273651,99.53088350273651,0.9953088350273651,99.53088350273651,0.0008,1,False,0.9953039559336705,0.9953088350273651
4,0.006982790298853416,0.9978072723048327,99.78072723048327,0.009093306626891718,0.9972803362280699,99.72803362280699,0.9972632503839126,99.72632503839127,0.9972634870992964,99.72634870992964,0.9972634870992964,99.72634870992964,0.0008,2,False,0.9972803362280699,0.9972634870992964
5,0.005882673026601348,0.9981993494423792,99.81993494423791,0.004459722311003134,0.9981766907443406,99.81766907443405,0.9981756700643131,99.8175670064313,0.9981756580661976,99.81756580661975,0.9981756580661976,99.81756580661975,0.0008,0,True,0.9981766907443406,0.9981756580661976
6,0.0043269490381615365,0.9986930762081785,99.86930762081785,0.00465103851359648,0.998833093923301,99.8833093923301,0.998827071187455,99.8827071187455,0.9988272087568413,99.88272087568413,0.9988272087568413,99.88272087568413,0.0008,0,True,0.998833093923301,0.9988272087568413
7,0.0038877189779391455,0.9988818540892194,99.88818540892194,0.006665279380589102,0.9979126249260718,99.79126249260717,0.9979153361626645,99.79153361626645,0.9979150377899401,99.79150377899401,0.9979150377899401,99.79150377899401,0.0008,1,False,0.9979126249260718,0.9979150377899401
8,0.0060426223365616805,0.9979670074349443,99.79670074349443,0.009397992202624057,0.9972576648214835,99.72576648214834,0.9972633466973975,99.72633466973974,0.9972634870992964,99.72634870992964,0.9972634870992964,99.72634870992964,0.0008,2,False,0.9972576648214835,0.9972634870992964
9,0.0024340354664801694,0.9990561105947955,99.90561105947955,0.0022110881388168004,0.9993520715364747,99.93520715364747,0.9993484502975869,99.93484502975869,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0008,0,True,0.9993520715364747,0.9993484493093563
10,0.0030448717059150814,0.9989689823420075,99.89689823420075,0.019316791331705947,0.9938615202012068,99.38615202012068,0.993866926815004,99.38669268150039,0.9938754235079489,99.38754235079489,0.9938754235079489,99.38754235079489,0.0008,1,False,0.9938615202012068,0.9938754235079489
11,0.0035309058074978117,0.9988237685873605,99.88237685873605,0.016573611561519406,0.9935740166354515,99.35740166354515,0.9936005582023157,99.36005582023158,0.9936148032316914,99.36148032316913,0.9936148032316914,99.36148032316913,0.0008,2,False,0.9935740166354515,0.9936148032316914
12,0.002613520195594239,0.9990415892193308,99.90415892193309,0.010074236868725469,0.9963798752520676,99.63798752520677,0.9963544303336562,99.63544303336562,0.9963513161323951,99.63513161323951,0.9963513161323951,99.63513161323951,0.0008,3,False,0.9963798752520676,0.9963513161323951
13,0.003567139749755701,0.9987511617100372,99.87511617100373,0.01266795933091392,0.9960983676288975,99.60983676288974,0.9960940904444238,99.60940904444237,0.9960906958561376,99.60906958561377,0.9960906958561376,99.60906958561377,0.0008,4,False,0.9960983676288975,0.9960906958561376
14,0.0021182885654447542,0.9993465381040892,99.93465381040892,0.0026684477779781446,0.9990928011834015,99.90928011834015,0.9990879667890129,99.9087966789013,0.9990878290330988,99.90878290330988,0.9990878290330988,99.90878290330988,0.0008,5,False,0.9990928011834015,0.9990878290330988
15,0.0012652776737490207,0.9995934014869888,99.95934014869889,0.00406697261047763,0.9988330213012889,99.8833021301289,0.9988272324502515,99.88272324502515,0.9988272087568413,99.88272087568413,0.9988272087568413,99.88272087568413,0.0008,6,False,0.9988330213012889,0.9988272087568413
16,0.0009122356709312649,0.9997676579925651,99.97676579925651,0.002742443478579541,0.9988327786179374,99.88327786179374,0.9988274498272718,99.88274498272717,0.9988272087568413,99.88272087568413,0.9988272087568413,99.88272087568413,0.0008,7,False,0.9988327786179374,0.9988272087568413
17,0.004492902690444376,0.998576905204461,99.8576905204461,0.028518865288545688,0.9904698669249248,99.04698669249248,0.9904616832088917,99.04616832088917,0.9904873599166015,99.04873599166015,0.9904873599166015,99.04873599166015,0.0004,8,False,0.9904698669249248,0.9904873599166015
18,0.0015239917697439536,0.9994917518587361,99.9491751858736,0.001759310981985133,0.9992216880314073,99.92216880314074,0.9992180092651662,99.92180092651662,0.9992181391712275,99.92181391712275,0.9992181391712275,99.92181391712275,0.0004,9,False,0.9992216880314073,0.9992181391712275
19,0.00022062641959544357,0.9999564358736059,99.99564358736059,0.0027066109058220414,0.9990887020573666,99.90887020573666,0.9990875689459406,99.90875689459406,0.9990878290330988,99.90878290330988,0.9990878290330988,99.90878290330988,0.0004,10,False,0.9990887020573666,0.9990878290330988
20,0.00015653278063461912,0.9999564358736059,99.99564358736059,0.0019628823525332942,0.999352319002383,99.93523190023829,0.9993484488622821,99.93484488622822,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0004,11,True,0.999352319002383,0.9993484493093563
21,6.102540929206283e-05,1.0,100.0,0.0016623835503613313,0.9994823924065541,99.94823924065541,0.999478759282615,99.9478759282615,0.999478759447485,99.9478759447485,0.999478759447485,99.9478759447485,0.0004,0,True,0.9994823924065541,0.999478759447485
22,3.4213005885509344e-05,1.0,100.0,0.001807482794712693,0.9996102052028664,99.96102052028664,0.9996090687395325,99.96090687395325,0.9996090695856138,99.96090695856138,0.9996090695856138,99.96090695856138,0.0004,0,True,0.9996102052028664,0.9996090695856138
23,5.090739841381751e-05,1.0,100.0,0.002161058579906694,0.9993545812137848,99.93545812137849,0.999348450370646,99.9348450370646,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0004,1,False,0.9993545812137848,0.9993484493093563
24,4.4834086563223133e-05,0.9999854786245354,99.99854786245353,0.0025105484418456096,0.9989618097246502,99.89618097246502,0.9989574998256678,99.89574998256678,0.99895751889497,99.89575188949699,0.99895751889497,99.89575188949699,0.0004,2,False,0.9989618097246502,0.99895751889497
25,2.82786823448468e-05,1.0,100.0,0.0017691719182664656,0.9992245078096136,99.92245078096136,0.9992181399503132,99.92181399503131,0.9992181391712275,99.92181391712275,0.9992181391712275,99.92181391712275,0.0004,3,False,0.9992245078096136,0.9992181391712275
26,3.190846888823838e-05,1.0,100.0,0.0017456773092154284,0.9993545812137848,99.93545812137849,0.999348450370646,99.9348450370646,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0004,4,False,0.9993545812137848,0.9993484493093563
27,1.889729208150227e-05,1.0,100.0,0.0018935455960786384,0.9993545812137848,99.93545812137849,0.999348450370646,99.9348450370646,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0004,5,False,0.9993545812137848,0.9993484493093563
28,1.2032290233442925e-05,1.0,100.0,0.0016395149740787928,0.9993545812137848,99.93545812137849,0.999348450370646,99.9348450370646,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0004,6,False,0.9993545812137848,0.9993484493093563
29,3.84923440087897e-05,1.0,100.0,0.0014910966221388358,0.9996130449922185,99.96130449922185,0.9996090714551275,99.96090714551275,0.9996090695856138,99.96090695856138,0.9996090695856138,99.96090695856138,0.0004,7,True,0.9996130449922185,0.9996090695856138
30,0.004839974890600148,0.9984607342007435,99.84607342007436,0.0049561693924867235,0.9986944434116478,99.86944434116478,0.9986964685986875,99.86964685986875,0.9986968986187126,99.86968986187125,0.9986968986187126,99.86968986187125,0.0002,8,False,0.9986944434116478,0.9986968986187126
31,0.000561352135473938,0.9997967007434945,99.97967007434944,0.0021934879851414736,0.9993529928206328,99.93529928206328,0.9993484491444863,99.93484491444863,0.9993484493093563,99.93484493093563,0.9993484493093563,99.93484493093563,0.0002,9,False,0.9993529928206328,0.9993484493093563
32,0.0001009276530583209,1.0,100.0,0.0021463980624503165,0.9994852256828141,99.9485225682814,0.9994787585163804,99.94787585163803,0.999478759447485,99.9478759447485,0.999478759447485,99.9478759447485,0.0002,10,False,0.9994852256828141,0.999478759447485
33,5.4618075748909706e-05,1.0,100.0,0.002420048161396456,0.9994852256828141,99.9485225682814,0.9994787585163804,99.94787585163803,0.999478759447485,99.9478759447485,0.999478759447485,99.9478759447485,0.0002,11,False,0.9994852256828141,0.999478759447485
34,4.4270925050333644e-05,1.0,100.0,0.0019351946183026787,0.9994852256828141,99.9485225682814,0.9994787585163804,99.94787585163803,0.999478759447485,99.9478759447485,0.999478759447485,99.9478759447485,0.0002,12,False,0.9994852256828141,0.999478759447485
