accuracy,macro_f1,weighted_f1,micro_f1,macro_f1_percent,weighted_f1_percent,micro_f1_percent,accuracy_percent
0.9996090695856138,0.9996130449922185,0.9996090714551275,0.9996090695856138,99.96130449922185,99.96090714551275,99.96090695856138,99.96090695856138
