variant,experiment_group,question,history_strategy,freq_strategy,best_val_bce,best_epoch,epochs_run,final_train_bce,final_val_bce,final_val_train_gap,improvement_vs_global_percent,improvement_vs_pattern_percent,total_count_corr_model,total_count_mae_model,z_history_len,z_gru_hidden_dim,z_gru_layers,z_history_pattern_mode,freq_rbf_dim,use_frequency_features,use_rbf_features,use_frequency_film,deploy_context_mode,n_params,elapsed_min
task2_best_C4_bits_H24_GRU2_freqRBF16,single_best,current_best_model,H24_D64_embedding_layers2,direct_rbf16_plus_context,0.0336234528751151,110,158,0.032198323045599,0.0338220392497032,0.0016237162041041,11.059046874959964,6.198412946699775,0.8960027542439346,28.979555130004883,24,64,2,embedding,16,True,True,False,z_window_summary,322770,13.192841545740764
