variant,base_variant,split_id,experiment_group,history_strategy,freq_strategy,deploy_context_mode,group,value,n_trials,global_bce,pattern_bce,model_bce,improvement_vs_pattern
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,17.5,105,0.0339892096817493,0.0320883095264434,0.0300988797098398,0.0619985859636576
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,20.5,119,0.0341595411300659,0.0319212898612022,0.0298881623893976,0.0636918959304248
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,21.5,123,0.0338209681212902,0.0321851223707199,0.0296650864183902,0.0782981628375666
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,15.5,94,0.0330500341951847,0.031390942633152,0.0292979422956705,0.0666752942701083
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,27.0,153,0.0326955392956733,0.0309447795152664,0.0292943604290485,0.0533343301219404
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,19.0,96,0.033292680978775,0.0316825993359088,0.0292860865592956,0.0756412929130167
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,13.5,72,0.0330362915992736,0.0315995626151561,0.0291681569069623,0.076944283622065
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,23.0,133,0.0322532691061496,0.0305341500788927,0.0285420026630163,0.065243257491339
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,19.5,121,0.0317986570298671,0.029703564941883,0.0276590287685394,0.068831339852436
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,14.5,77,0.0310215931385755,0.0294945612549781,0.0275978259742259,0.064307967301329
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,18.0,81,0.030462896451354,0.0293331630527973,0.0272447653114795,0.07119579083779
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,22.0,125,0.0300074983388185,0.0284820143133401,0.0268520638346672,0.057227359720466
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,8.5,47,0.0283547583967447,0.0271454043686389,0.0256627164781093,0.0546202174922314
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,17.0,93,0.0285872798413038,0.0269400868564844,0.0255808103829622,0.0504555341919772
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,4.5,21,0.0301997456699609,0.0290754362940788,0.0253008119761943,0.129821760186386
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,18.5,84,0.0278110597282648,0.0263341460376977,0.0245508980005979,0.0677161900198733
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,14.0,79,0.0284938421100378,0.0270652789622545,0.0244216043502092,0.0976777152650885
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,12.0,63,0.0291337314993143,0.0272862687706947,0.0241457019001245,0.1150969704565517
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,7.5,37,0.0260566640645265,0.0257663913071155,0.0237775463610887,0.077187562756511
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,9.5,58,0.0285713821649551,0.0263010747730731,0.0237346366047859,0.0975792126531184
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,13.0,65,0.0267471931874752,0.0254548247903585,0.0236286763101816,0.071740760159096
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,4.0,24,0.0279280189424753,0.0260122772306203,0.0236022975295782,0.0926477785730064
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,3.0,16,0.0258069112896919,0.025538420304656,0.0230726860463619,0.096549991302499
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,12.5,68,0.0270026084035635,0.0254394467920064,0.0230124667286872,0.0954022343002287
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,11.5,64,0.0269998498260974,0.0249090176075696,0.0224134419113397,0.1001876402974457
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,5.0,28,0.025961285457015,0.0242145955562591,0.0218081604689359,0.0993795284225243
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,1.5,9,0.0272034630179405,0.0244332086294889,0.0216114856302738,0.115487206040124
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,8.0,42,0.0252795461565256,0.0238027926534414,0.0211898107081651,0.1097762763941261
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,16.5,94,0.0255123227834701,0.0232307333499193,0.0211038086563348,0.0915565023947825
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,11.0,58,0.0243614111095666,0.022646389901638,0.0204152856022119,0.09851920368397
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,6.0,38,0.0234583206474781,0.0231107715517282,0.0193867478519678,0.161138008370904
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,10.5,57,0.0228669196367263,0.0213729497045278,0.019308453425765,0.0965938865389953
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,6.5,27,0.0230883453041315,0.0213555470108985,0.0185479968786239,0.1314670202941569
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,10.0,49,0.0221063271164894,0.0214549675583839,0.018309598788619,0.146603287150429
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,7.0,34,0.0215441584587097,0.0204395409673452,0.0180941373109817,0.114748352720375
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,9.0,53,0.0222782734781503,0.0206583607941865,0.0178555157035589,0.1356760644540786
task2_best_C4_bits_H24_GRU2_freqRBF16,task2_best_C4_bits_H24_GRU2_freqRBF16,random,single_best,H24_D64_embedding_layers2,direct_rbf16_plus_context,z_window_summary,frequency,5.5,32,0.0216500908136367,0.0203104633837938,0.0170282609760761,0.1616015521505357
