accuracy,macro_f1,weighted_f1,micro_f1,macro_f1_percent,weighted_f1_percent,micro_f1_percent,accuracy_percent
0.9453752894700994,0.9452018404927494,0.945197891664467,0.9453752894700995,94.52018404927493,94.5197891664467,94.53752894700995,94.53752894700995
